"tax_id","species_id","parent_tax_id","rank","name"
"106923",,"106918","genus","Lathriopyga"
"106924",15415,"106923","species","Lathriopyga longiseta"
"295649",,"82885","genus","Lathrobium"
"346787",15416,"295649","species","Lathrobium brunnipes"
"1303171",15417,"295649","species","Lathrobium castaneipenne"
"346788",15419,"295649","species","Lathrobium elongatum"
"878050",15420,"295649","species","Lathrobium fovulum"
"878051",15421,"295649","species","Lathrobium fulvipenne"
"1553513",15422,"295649","species","Lathrobium geminum"
"878052",15423,"295649","species","Lathrobium impressum"
"1587377",15424,"295649","species","Lathrobium laevipenne"
"878053",15425,"295649","species","Lathrobium longulum"
"1587378",15426,"295649","species","Lathrobium pallidipenne"
"1303169",15428,"295649","species","Lathrobium rufipenne"
"494837",,"231872","genus","Lathrolestes"
"665254",15438,"494837","species","Lathrolestes nigricollis"
"1045612",15439,"494837","species","Lathrolestes orbitalis"
"581576",,"581387","genus","Lathronympha"
"1594361",15444,"581576","species","Lathronympha strigana"
"388980",,"134565","genus","Lathys"
"1871969",15448,"388980","species","Lathys humilis"
"503650",,"229841","genus","Trichoribates"
"1979928",15449,"503650","species","Trichoribates incisellus"
"433114",,"196999","genus","Latridius"
"433235",15452,"433114","species","Latridius consimilis"
"2561441",15453,"433114","species","Latridius hirtus"
"1531422",15454,"433114","species","Latridius minutus"
"6923",,"34643","genus","Latrodectus"
"156851",15456,"6923","species","Latrodectus geometricus"
"256737",15458,"6923","species","Latrodectus hesperus"
"6924",15459,"6923","species","Latrodectus mactans"
"145153",,"87877","family","Punctidae"
"145154",,"145153","genus","Lauria"
"145446",15460,"145154","species","Lauria cylindracea"
"1472002",,"38124","genus","Lauritrioza"
"1472003",15461,"1472002","species","Lauritrioza alacris"
"288850",,"72530","genus","Lauterborniella"
"288851",15462,"288850","species","Lauterborniella agrayloides"
"1086790",,"189929","genus","Lauxania"
"1824967",15463,"1086790","species","Lauxania cylindricornis"
"257018",,"92068","superfamily","Lebertioidea"
"257712",,"257018","family","Lebertiidae"
"257713",,"257712","genus","Lebertia"
"2662640",15468,"257713","species","Lebertia fimbriata"
"2662641",15470,"257713","species","Lebertia holsatica"
"2153188",15471,"257713","species","Lebertia inaequalis"
"2662644",15474,"257713","species","Lebertia minutipalpis"
"2025105",15477,"257713","species","Lebertia porosa"
"2662646",15480,"257713","species","Lebertia salebrosa"
"2662648",15481,"257713","species","Lebertia sefvei"
"2662649",15482,"257713","species","Lebertia sparsicapillata"
"2662650",15483,"257713","species","Lebertia stigmatifera"
"170283",,"60751","genus","Lebia"
"1553515",15484,"170283","species","Lebia chlorocephala"
"1553516",15485,"170283","species","Lebia cruxminor"
"96444",,"84394","family","Lecanidae"
"96445",,"96444","genus","Lecane"
"96446",15492,"96445","species","Lecane bulla"
"1213203",15493,"96445","species","Lecane closterocerca"
"1213204",15494,"96445","species","Lecane cornuta"
"2803825",15498,"96445","species","Lecane furcata"
"1213208",15500,"96445","species","Lecane hamata"
"1471631",15501,"96445","species","Lecane inermis"
"360664",15503,"96445","species","Lecane leontina"
"1213210",15505,"96445","species","Lecane ludwigii"
"491807",15506,"96445","species","Lecane luna"
"1213211",15507,"96445","species","Lecane lunaris"
"1213214",15511,"96445","species","Lecane quadridentata"
"2739588",15519,"96445","species","Lecane tenuiseta"
"1611840",15521,"96445","species","Lecane ungulata"
"2678623",,"30189","genus","Lecanopsis"
"2678624",15522,"2678623","species","Lecanopsis formicarum"
"116875",,"36660","family","Lecithasteridae"
"73076",,"116875","genus","Lecithaster"
"73077",15523,"73076","species","Lecithaster gibbosus"
"99677",,"1550890","family","Lecithodendriidae"
"99682",,"99677","genus","Lecithodendrium"
"99683",15525,"99682","species","Lecithodendrium linstowi"
"104753",,"30102","subfamily","Ledrinae"
"1310350",,"104753","genus","Ledra"
"2746508",15527,"1310350","species","Ledra aurita"
"1545329",,"468222","genus","Legnotus"
"1545330",15528,"1545329","species","Legnotus limbosus"
"2867869",15529,"1545329","species","Legnotus picipes"
"37859",,"87871","family","Limacidae"
"218307",,"37859","genus","Lehmannia"
"381128",15530,"218307","species","Lehmannia marginata"
"1338343",,"37859","genus","Ambigolimax"
"1338344",15531,"1338343","species","Ambigolimax valentianus"
"397113",,"397112","genus","Leia"
"2339114",15538,"397113","species","Leia winthemi"
"57971",,"101159","family","Leiobunidae"
"88342",,"57971","genus","Leiobunum"
"1159917",15539,"88342","species","Leiobunum blackwalli"
"1926194",15540,"88342","species","Leiobunum limbatum"
"1926195",15541,"88342","species","Leiobunum religiosum"
"537451",15542,"88342","species","Leiobunum rotundum"
"174918",,"174917","genus","Leiodes"
"1587380",15544,"174918","species","Leiodes badius"
"2561442",15545,"174918","species","Leiodes bicolor"
"1553464",15551,"174918","species","Leiodes ferrugineus"
"2566830",15553,"174918","species","Leiodes gyllenhalii"
"1587381",15558,"174918","species","Leiodes nigrita"
"1553519",15559,"174918","species","Leiodes obesa"
"1587382",15561,"174918","species","Leiodes pallens"
"1553520",15562,"174918","species","Leiodes picea"
"1553521",15564,"174918","species","Leiodes ruficollis"
"716653",,"286485","subfamily","Sigaloessinae"
"716616",,"716653","genus","Leiomyza"
"716617",15570,"716616","species","Leiomyza curvinervis"
"2662244",15572,"716616","species","Leiomyza laevigata"
"101337",,"65197","genus","Leiophron"
"2115943",15574,"101337","species","Leiophron apicalis"
"2115945",15575,"101337","species","Leiophron deficiens"
"2115947",15576,"101337","species","Leiophron fascipennis"
"2115951",15577,"101337","species","Leiophron reclinator"
"295677",,"185370","genus","Leiopus"
"1587383",15578,"295677","species","Leiopus femoratus"
"2499198",15579,"295677","species","Leiopus linnei"
"295678",15580,"295677","species","Leiopus nebulosus"
"166850",,"54544","tribe","Molytini"
"202014",,"166850","genus","Leiosoma"
"1342033",15583,"202014","species","Leiosoma deflexum"
"1673678",,"2116661","family","Leiothrichidae"
"36274",,"1673678","genus","Leiothrix"
"36275",15584,"36274","species","Leiothrix lutea"
"71539",,"41073","subfamily","Nebriinae"
"60833",,"71539","tribe","Nebriini"
"60836",,"60833","genus","Leistus"
"878055",15585,"60836","species","Leistus ferrugineus"
"346789",15586,"60836","species","Leistus fulvibarbis"
"346790",15587,"60836","species","Leistus rufomarginatus"
"878056",15588,"60836","species","Leistus spinibarbis"
"1553524",15589,"60836","species","Leistus terminatus"
"161569",,"96822","genus","Lekanesphaera"
"161570",15595,"161569","species","Lekanesphaera hookeri"
"632106",15597,"161569","species","Lekanesphaera rugicauda"
"239350",,"288509","genus","Lelenchus"
"239351",15598,"239350","species","Lelenchus leptosoma"
"200870",,"63716","genus","Lema"
"1412117",15599,"200870","species","Lema cyanella"
"2268706",,"134544","genus","Lembos"
"2268707",15600,"2268706","species","Lembos websteri"
"119273",,"37569","family","Lemoniidae"
"119278",,"119273","genus","Lemonia"
"119279",15601,"119278","species","Lemonia dumi"
"987459",,"572922","genus","Lenisa"
"987460",15602,"987459","species","Lenisa geminipuncta"
"768795",,"115264","genus","Leopoldius"
"768796",15606,"768795","species","Leopoldius coronatus"
"231621",,"360665","genus","Lepadella"
"1213217",15615,"231621","species","Lepadella ovalis"
"231622",15616,"231621","species","Lepadella patella"
"360666",15619,"231621","species","Lepadella rhomboides"
"2739561",15621,"231621","species","Lepadella triptera"
"37901",,"38010","genus","Lepas"
"37710",15622,"37901","species","Lepas anatifera"
"245079",15623,"37901","species","Lepas anserifera"
"479280",15624,"37901","species","Lepas pectinata"
"72035",,"72034","genus","Lepeophtheirus"
"311538",15625,"72035","species","Lepeophtheirus hippoglossi"
"311539",15627,"72035","species","Lepeophtheirus pectoralis"
"72036",15628,"72035","species","Lepeophtheirus salmonis"
"33313",,"1206795","phylum","Gastrotricha"
"41320",,"33313","order","Chaetonotida"
"41321",,"41320","suborder","Paucitubulatina"
"41372",,"41321","family","Chaetonotidae"
"1194622",,"41372","genus","Lepidochaetus"
"1194624",15630,"1194622","species","Lepidochaetus zelinkai"
"8471",,"8465","genus","Lepidochelys"
"8472",15631,"8471","species","Lepidochelys kempii"
"27788",15632,"8471","species","Lepidochelys olivacea"
"413412",,"291892","family","Lepidochitonidae"
"418435",,"413412","subfamily","Lepidochitoninae"
"38589",,"418435","genus","Lepidochitona"
"256056",15633,"38589","species","Lepidochitona cinerea"
"181623",,"48704","subfamily","Lepidocyrtinae"
"49178",,"181623","genus","Lepidocyrtus"
"707887",15634,"49178","species","Lepidocyrtus curvicollis"
"247612",15635,"49178","species","Lepidocyrtus cyaneus"
"186250",15636,"49178","species","Lepidocyrtus lanuginosus"
"707889",15637,"49178","species","Lepidocyrtus lignorum"
"49179",15638,"49178","species","Lepidocyrtus paradoxus"
"41322",,"41372","genus","Lepidodermella"
"1194616",15640,"41322","species","Lepidodermella squamata"
"36935",,"83156","genus","Lepidoglyphus"
"36936",15641,"36935","species","Lepidoglyphus destructor"
"222002",,"46593","genus","Lepidonotus"
"1210411",15642,"222002","species","Lepidonotus clava"
"222003",15643,"222002","species","Lepidonotus squamatus"
"52902",,"30942","family","Scophthalmidae"
"154549",,"52902","genus","Lepidorhombus"
"179372",15644,"154549","species","Lepidorhombus boscii"
"154550",15645,"154549","species","Lepidorhombus whiffiagonis"
"340506",,"30080","genus","Lepidosaphes"
"340578",15646,"340506","species","Lepidosaphes beckii"
"340579",15648,"340506","species","Lepidosaphes gloverii"
"665256",15649,"340506","species","Lepidosaphes newsteadi"
"1230922",15650,"340506","species","Lepidosaphes ulmi"
"177696",,"158437","subfamily","Lepidostomatinae"
"158438",,"177696","genus","Lepidostoma"
"1875550",15651,"158438","species","Lepidostoma basale"
"446447",15652,"158438","species","Lepidostoma hirtum"
"58774",,"116557","order","Notostraca"
"63729",,"58774","family","Triopsidae"
"63724",,"63729","genus","Lepidurus"
"202082",15653,"63724","species","Lepidurus apus"
"209980",,"209974","genus","Lepinotus"
"1173688",15655,"209980","species","Lepinotus patruelis"
"209981",15656,"209980","species","Lepinotus reticulatus"
"50585",,"27551","genus","Lepisma"
"50586",15659,"50585","species","Lepisma saccharina"
"554674",,"50557","subclass","Monocondylia"
"29994",,"554674","order","Archaeognatha"
"50558",,"29994","family","Machilidae"
"279265",,"50558","genus","Lepismachilis"
"438505",15660,"279265","species","Lepismachilis y-signata"
"1489940",,"1489922","order","Centrarchiformes"
"1545897",,"1489940","superfamily","Centrarchoidei"
"8180",,"1545897","family","Centrarchidae"
"13105",,"8180","genus","Lepomis"
"270329",15661,"13105","species","Lepomis gibbosus"
"261183",,"83158","family","Listrophoridae"
"708395",,"261183","genus","Leporacarus"
"708396",15663,"708395","species","Leporacarus gibbus"
"347370",,"82888","genus","Leptacinus"
"2083617",15664,"347370","species","Leptacinus batychrus"
"1553525",15665,"347370","species","Leptacinus formicetorum"
"878057",15666,"347370","species","Leptacinus intermedius"
"347371",15667,"347370","species","Leptacinus pusillus"
"43054",,"7600","genus","Leptasterias"
"117001",15670,"43054","species","Leptasterias muelleri"
"81836",,"247616","genus","Lepthyphantes"
"932966",15671,"81836","species","Lepthyphantes leprosus"
"187160",15672,"81836","species","Lepthyphantes minutus"
"151208",,"7114","subfamily","Dismorphiinae"
"189907",,"151208","genus","Leptidea"
"1043216",15673,"189907","species","Leptidea juvernica"
"189912",15674,"189907","species","Leptidea reali"
"189913",15675,"189907","species","Leptidea sinapis"
"7538",,"63712","genus","Leptinotarsa"
"7539",15677,"7538","species","Leptinotarsa decemlineata"
"1542315",,"66535","subfamily","Platypsyllinae"
"460605",,"1542315","genus","Leptinus"
"460606",15678,"460605","species","Leptinus testaceus"
"288173",,"273877","genus","Leptocampoplex"
"288174",15679,"288173","species","Leptocampoplex punctulatus"
"1614654",,"333747","genus","Leptocera"
"1828783",15680,"1614654","species","Leptocera caenosa"
"177824",,"177823","tribe","Leptocerini"
"177825",,"177824","genus","Leptocerus"
"1875579",15684,"177825","species","Leptocerus interruptus"
"1271726",15686,"177825","species","Leptocerus tineiformis"
"247137",,"134544","genus","Leptocheirus"
"2268660",15687,"247137","species","Leptocheirus hirsutimanus"
"764966",,"117987","family","Leptocheliidae"
"160504",,"764966","genus","Leptochelia"
"160505",15689,"160504","species","Leptochelia dubia"
"120435",,"6651","order","Lepidopleurida"
"120436",,"120435","family","Lepidopleuridae"
"256090",,"120436","genus","Leptochiton"
"211853",15690,"256090","species","Leptochiton asellus"
"993583",15691,"256090","species","Leptochiton cancellatus"
"116576",,"84318","suborder","Cytherocopina"
"182511",,"116576","superfamily","Cytheroidea"
"182562",,"182511","family","Leptocytheridae"
"182563",,"182562","genus","Leptocythere"
"182564",15694,"182563","species","Leptocythere lacertosa"
"116563",,"6665","infraorder","Haplopoda"
"77705",,"116563","family","Leptodoridae"
"77706",,"77705","genus","Leptodora"
"77707",15698,"77706","species","Leptodora kindtii"
"50681",,"50673","subfamily","Leptogastrinae"
"247592",,"50681","genus","Leptogaster"
"468752",15701,"247592","species","Leptogaster cylindrica"
"236886",,"2068237","genus","Leptoglossus"
"236887",15704,"236886","species","Leptoglossus occidentalis"
"1008860",,"41449","genus","Leptoiulus"
"1569477",15705,"1008860","species","Leptoiulus belgicus"
"1008861",15707,"1008860","species","Leptoiulus proximus"
"161198",,"272200","genus","Leptomastix"
"1880994",15710,"161198","species","Leptomastix epona"
"1720790",,"305559","genus","Leptometopa"
"1720791",15712,"1720790","species","Leptometopa latipes"
"560729",,"43800","genus","Leptomorphus"
"608663",15714,"560729","species","Leptomorphus walkeri"
"401189",,"79901","subfamily","Leptomysinae"
"236561",,"401189","genus","Leptomysis"
"236562",15715,"236561","species","Leptomysis lingvura"
"211368",,"211236","subfamily","Leptonchinae"
"211369",,"211368","genus","Leptonchus"
"211371",15717,"211369","species","Leptonchus granulosus"
"1725247",,"36325","genus","Leptopentacta"
"2268661",15719,"1725247","species","Leptopentacta elongata"
"192515",,"92566","genus","Leptopeza"
"2484556",15720,"192515","species","Leptopeza borealis"
"1209091",15721,"192515","species","Leptopeza flavipes"
"219461",,"552430","genus","Leptophlebia"
"551854",15722,"219461","species","Leptophlebia marginata"
"551855",15723,"219461","species","Leptophlebia vespertina"
"1587480",,"196984","genus","Leptophloeus"
"1587481",15724,"1587480","species","Leptophloeus alternans"
"441229",,"473626","genus","Leptophyes"
"441230",15726,"441229","species","Leptophyes albovittata"
"473660",15727,"441229","species","Leptophyes punctatissima"
"303412",,"44353","subfamily","Eucoilinae"
"63429",,"303412","genus","Leptopilina"
"63432",15728,"63429","species","Leptopilina australis"
"63434",15729,"63429","species","Leptopilina clavipes"
"63435",15730,"63429","species","Leptopilina fimbriata"
"63436",15731,"63429","species","Leptopilina heterotoma"
"63437",15732,"63429","species","Leptopilina longipes"
"983683",,"166333","superfamily","Leptoplanoidea"
"31248",,"983683","family","Leptoplanidae"
"107732",,"31248","genus","Leptoplana"
"107733",15733,"107732","species","Leptoplana tremellaris"
"1535462",,"66544","genus","Leptoplectus"
"1587386",15734,"1535462","species","Leptoplectus spinolae"
"140715",,"129371","family","Leptopsyllidae"
"360616",,"140715","genus","Leptopsylla"
"360617",15735,"360616","species","Leptopsylla segnis"
"236948",,"236662","genus","Leptopterna"
"881489",15736,"236948","species","Leptopterna dolabrata"
"1545150",15737,"236948","species","Leptopterna ferrugata"
"1907094",,"247617","genus","Leptorhoptrum"
"1907095",15740,"1907094","species","Leptorhoptrum robustum"
"1260831",,"7184","genus","Leptosciarella"
"1817644",15741,"1260831","species","Leptosciarella fuscipalpa"
"1260835",15744,"1260831","species","Leptosciarella scutellata"
"1260836",15745,"1260831","species","Leptosciarella subpilosa"
"1260837",15746,"1260831","species","Leptosciarella trochanterata"
"1817648",15747,"1260831","species","Leptosciarella viatica"
"7703",,"7702","genus","Leptosynapta"
"7704",15749,"7703","species","Leptosynapta inhaerens"
"27501",,"144004","genus","Leptothorax"
"33409",15750,"27501","species","Leptothorax acervorum"
"105368",15751,"27501","species","Leptothorax gredleri"
"640845",,"27501","no rank","Leptothorax muscorum complex"
"61281",15752,"640845","species","Leptothorax muscorum"
"300110",,"144004","genus","Temnothorax"
"106197",15753,"300110","species","Temnothorax tuberum"
"1907117",,"247617","genus","Leptothrix"
"1907118",15755,"1907117","species","Leptothrix hardyi"
"41152",,"294824","genus","Leptura"
"157314",15758,"41152","species","Leptura aethiops"
"1586494",15759,"41152","species","Leptura aurulenta"
"1143061",15760,"41152","species","Leptura quadrifasciata"
"406630",,"92103","no rank","Erythraeidae incertae sedis"
"92106",,"406630","genus","Leptus"
"92107",15761,"92106","species","Leptus ignotus"
"347372",,"619365","genus","Leptusa"
"347373",15763,"347372","species","Leptusa fumida"
"1587387",15765,"347372","species","Leptusa pulchella"
"347374",15766,"347372","species","Leptusa ruficollis"
"9975",,"314147","order","Lagomorpha"
"9979",,"9975","family","Leporidae"
"9980",,"9979","genus","Lepus"
"9983",15767,"9980","species","Lepus europaeus"
"295198",,"36666","genus","Lepyronia"
"295199",15768,"295198","species","Lepyronia coleoptrata"
"2495666",,"54544","tribe","Lepyrini"
"202017",,"2495666","genus","Lepyrus"
"202018",15769,"202017","species","Lepyrus capucinus"
"1587388",15770,"202017","species","Lepyrus palustris"
"342424",,"84308","family","Lernaeidae"
"342428",,"342424","genus","Lernaea"
"342429",15771,"342428","species","Lernaea cyprinacea"
"298502",,"72033","family","Pennellidae"
"1520346",,"298502","genus","Lernaeenicus"
"1732110",15773,"1520346","species","Lernaeenicus sprattae"
"298503",,"298502","genus","Lernaeocera"
"298504",15774,"298503","species","Lernaeocera branchialis"
"579024",,"72033","family","Lernanthropidae"
"1341647",,"579024","genus","Lernanthropus"
"2866829",15780,"1341647","species","Lernanthropus kroyeri"
"298432",,"164116","genus","Lernentoma"
"298433",15781,"298432","species","Lernentoma asellina"
"695884",,"569108","genus","Leskia"
"1918100",15782,"695884","species","Leskia aurea"
"2747181",,"247617","genus","Lessertia"
"2747182",15783,"2747181","species","Lessertia dentichelis"
"181491",,"126180","genus","Lestes"
"507831",15784,"181491","species","Lestes barbarus"
"411057",15785,"181491","species","Lestes dryas"
"197164",15786,"181491","species","Lestes sponsa"
"507832",15787,"181491","species","Lestes virens"
"290673",,"66542","genus","Lesteva"
"346793",15789,"290673","species","Lesteva longoelytrata"
"1553527",15790,"290673","species","Lesteva monticola"
"346794",15791,"290673","species","Lesteva pubescens"
"290674",15792,"290673","species","Lesteva punctata"
"1587389",15793,"290673","species","Lesteva sicula"
"421308",,"421285","genus","Lestica"
"1115614",15794,"421308","species","Lestica alata"
"1507143",15795,"421308","species","Lestica clypeata"
"2495057",15796,"421308","species","Lestica subterranea"
"421177",,"288405","genus","Lestiphorus"
"2578561",15797,"421177","species","Lestiphorus bicinctus"
"1588161",,"43794","genus","Lestremia"
"1588162",15812,"1588161","species","Lestremia cinerea"
"2338576",15813,"1588161","species","Lestremia leucophaea"
"231874",,"65162","tribe","Pionini"
"494847",,"231874","genus","Lethades"
"494849",15815,"494847","species","Lethades curvispina"
"134393",,"95244","genus","Leucania"
"987968",15818,"134393","species","Leucania comma"
"103830",,"95244","genus","Mythimna"
"667449",15819,"103830","species","Mythimna loreyi"
"987969",15820,"134393","species","Leucania obsoleta"
"340581",,"30080","genus","Leucaspis"
"665259",15821,"340581","species","Leucaspis lowi"
"58322",,"2743728","genus","Leucaspius"
"58323",15823,"58322","species","Leucaspius delineatus"
"581888",,"581380","genus","Leucinodes"
"711050",15824,"581888","species","Leucinodes orbonalis"
"8283",,"2743728","genus","Leuciscus"
"98928",15826,"8283","species","Leuciscus aspius"
"69811",15827,"8283","species","Leuciscus idus"
"58325",15828,"8283","species","Leuciscus leuciscus"
"27799",,"406428","family","Pandeidae"
"13107",,"27799","genus","Leuckartiara"
"13108",15829,"13107","species","Leuckartiara octona"
"138582",,"757224","family","Leucochloridiidae"
"138583",,"138582","genus","Leucochloridium"
"997265",15830,"138583","species","Leucochloridium paradoxum"
"988126",,"319765","genus","Leucodonta"
"988127",15831,"988126","species","Leucodonta bicoloria"
"688414",,"27548","genus","Leucoma"
"688415",15832,"688414","species","Leucoma salicis"
"46882",,"43846","tribe","Steganini"
"46883",,"46882","subtribe","Leucophengina"
"7329",,"46883","genus","Leucophenga"
"44047",,"7329","species group","maculata group"
"30051",15833,"44047","species","Leucophenga maculata"
"1897883",,"1993396","genus","Leucophora"
"2588525",15836,"1897883","species","Leucophora obtusa"
"999261",,"69683","genus","Auriculinella"
"999262",15839,"999261","species","Leucophytia bidentata"
"571299",,"37582","family","Lyonetiidae"
"753481",,"571299","genus","Leucoptera"
"1101014",15851,"753481","species","Leucoptera laburnella"
"2561457",15853,"753481","species","Leucoptera lustratella"
"753488",15854,"753481","species","Leucoptera malifoliella"
"2561458",15855,"753481","species","Leucoptera sinuella"
"753489",15856,"753481","species","Leucoptera spartifoliella"
"117861",,"30475","genus","Leucoraja"
"213384",15857,"117861","species","Leucoraja circularis"
"223888",15858,"117861","species","Leucoraja naevus"
"197165",,"6964","genus","Leucorrhinia"
"213666",15859,"197165","species","Leucorrhinia albifrons"
"213668",15860,"197165","species","Leucorrhinia caudalis"
"213669",15861,"197165","species","Leucorrhinia dubia"
"197166",15862,"197165","species","Leucorrhinia pectoralis"
"213679",15863,"197165","species","Leucorrhinia rubicunda"
"45124",,"27929","subclass","Calcaronea"
"86011",,"45124","order","Leucosolenida"
"257001",,"86011","family","Leucosoleniidae"
"86012",,"257001","genus","Leucosolenia"
"1820126",15865,"86012","species","Leucosolenia variabilis"
"1075149",,"2319623","genus","Leucospilapteryx"
"1870034",15866,"1075149","species","Leucospilapteryx omissella"
"92434",,"7422","family","Leucospidae"
"92435",,"92434","genus","Leucospis"
"1115613",15867,"92435","species","Leucospis dorsigera"
"1755005",,"1755004","genus","Leucostoma"
"1918102",15868,"1755005","species","Leucostoma simplex"
"2692360",,"2692346","superfamily","Leucothoidea"
"371467",,"2692360","family","Leucothoidae"
"371468",,"371467","genus","Leucothoe"
"1920385",15869,"371468","species","Leucothoe incisa"
"1818033",15870,"371468","species","Leucothoe lilljeborgi"
"371469",15873,"371468","species","Leucothoe spinicarpa"
"323311",,"115274","genus","Leucozona"
"1649312",15875,"323311","species","Leucozona glaucia"
"2022569",15876,"323311","species","Leucozona inopinata"
"323312",15877,"323311","species","Leucozona laternaria"
"414824",15878,"323311","species","Leucozona lucorum"
"2721512",15879,"323311","species","Leucozona nigripila"
"143733",,"70405","family","Leuctridae"
"143769",,"143733","subfamily","Leuctrinae"
"143734",,"143769","genus","Leuctra"
"441507",15880,"143734","species","Leuctra fusca"
"143736",15881,"143734","species","Leuctra hippopus"
"143735",15882,"143734","species","Leuctra nigra"
"1818070",,"251440","genus","Levinsenia"
"1818072",15883,"1818070","species","Levinsenia gracilis"
"1197245",,"116119","genus","Levipalpus"
"1197246",15885,"1197245","species","Levipalpus hepatariella"
"527154",,"77713","genus","Leydigia"
"2134063",15886,"527154","species","Leydigia acanthocercoides"
"198284",,"66608","genus","Liacarus"
"198285",15889,"198284","species","Liacarus coracinus"
"198289",15891,"198284","species","Liacarus subterraneus"
"192438",,"92574","genus","Liancalus"
"377519",15893,"192438","species","Liancalus virens"
"70376",,"6964","genus","Ladona"
"123850",15894,"70376","species","Ladona depressa"
"123851",15895,"70376","species","Ladona fulva"
"6965",,"6964","genus","Libellula"
"70395",15896,"6965","species","Libellula quadrimaculata"
"298434",,"84310","family","Lichomolgidae"
"1109203",,"298434","genus","Lichomolgus"
"1109204",15897,"1109203","species","Lichomolgus canui"
"178243",,"170264","genus","Licinus"
"1553528",15899,"178243","species","Licinus depressus"
"1427579",,"229851","family","Liebstadiidae"
"229865",,"1427579","genus","Liebstadia"
"1250587",15903,"229865","species","Liebstadia similis"
"692034",,"82596","genus","Ligdia"
"934875",15905,"692034","species","Ligdia adustata"
"2173467",,"179436","genus","Ligeria"
"2173468",15906,"2173467","species","Ligeria angusticornis"
"526414",,"41116","no rank","Diplocheta"
"96854",,"526414","family","Ligiidae"
"96855",,"96854","genus","Ligia"
"142080",15907,"96855","species","Ligia exotica"
"96856",15908,"96855","species","Ligia oceanica"
"96857",,"96854","genus","Ligidium"
"96858",15909,"96857","species","Ligidium hypnorum"
"1342246",,"39816","tribe","Tychiini"
"1342200",,"1342246","genus","Lignyodes"
"1342201",15910,"1342200","species","Lignyodes enucleator"
"94844",,"28843","genus","Ligula"
"94845",15911,"94844","species","Ligula intestinalis"
"131653",,"63716","genus","Lilioceris"
"1553529",15913,"131653","species","Lilioceris lilii"
"131654",15914,"131653","species","Lilioceris merdigera"
"71317",,"216335","family","Polyceridae"
"71318",,"71317","genus","Limacia"
"71319",15915,"71318","species","Limacia clavigera"
"1461383",,"37859","genus","Limacus"
"36461",15916,"1461383","species","Limacus flavus"
"8257",,"8256","genus","Limanda"
"27771",15917,"8257","species","Limanda limanda"
"76187",,"71495","genus","Limapontia"
"1522348",15918,"76187","species","Limapontia capitata"
"1522349",15919,"76187","species","Limapontia depressa"
"37860",,"37859","genus","Limax"
"665645",15921,"37860","species","Limax cinereoniger"
"146086",15922,"37860","species","Limax maximus"
"1903274",,"52798","genus","Limecola"
"1903275",15923,"1903274","species","Limecola balthica"
"100750",,"33415","subfamily","Limenitidinae"
"215788",,"100750","tribe","Limenitidini"
"124410",,"215788","genus","Limenitis"
"270466",15924,"124410","species","Limenitis camilla"
"227535",15925,"124410","species","Limenitis populi"
"191421",15926,"124410","species","Limenitis reducta"
"494852",,"172511","genus","Limerodops"
"494853",15928,"494852","species","Limerodops elongatus"
"77657",,"84337","suborder","Spinicaudata"
"77702",,"77657","family","Limnadiidae"
"77703",,"77702","genus","Limnadia"
"84336",15931,"77703","species","Limnadia lenticularis"
"687101",,"248746","genus","Limnaecia"
"687102",15932,"687101","species","Limnaecia phragmitella"
"295567",,"110044","genus","Limnebius"
"1309481",15933,"295567","species","Limnebius aluta"
"1309483",15934,"295567","species","Limnebius atomus"
"1769257",15935,"295567","species","Limnebius crinifer"
"1309491",15936,"295567","species","Limnebius furcatus"
"1109161",15937,"295567","species","Limnebius nitidus"
"1208884",15938,"295567","species","Limnebius papposus"
"1309503",15939,"295567","species","Limnebius parvulus"
"878058",15940,"295567","species","Limnebius truncatellus"
"92593",,"92590","genus","Limnellia"
"92594",15942,"92593","species","Limnellia quadrata"
"177674",,"177673","genus","Limnephilus"
"1271727",15944,"177674","species","Limnephilus affinis"
"1271728",15945,"177674","species","Limnephilus auricula"
"1875626",15946,"177674","species","Limnephilus binotatus"
"1875627",15947,"177674","species","Limnephilus bipunctatus"
"1188154",15948,"177674","species","Limnephilus borealis"
"699868",15949,"177674","species","Limnephilus centralis"
"1875628",15950,"177674","species","Limnephilus coenosus"
"329909",15951,"177674","species","Limnephilus decipiens"
"1875631",15952,"177674","species","Limnephilus elegans"
"1271729",15953,"177674","species","Limnephilus extricatus"
"292572",15954,"177674","species","Limnephilus flavicornis"
"1875635",15955,"177674","species","Limnephilus fuscicornis"
"1875639",15956,"177674","species","Limnephilus griseus"
"1875641",15957,"177674","species","Limnephilus hirsutus"
"1875642",15958,"177674","species","Limnephilus ignavus"
"1875319",15959,"177674","species","Limnephilus incisus"
"1218281",15960,"177674","species","Limnephilus lunatus"
"1875646",15961,"177674","species","Limnephilus luridus"
"1271730",15962,"177674","species","Limnephilus marmoratus"
"691727",15963,"177674","species","Limnephilus nigriceps"
"1960800",15964,"177674","species","Limnephilus politus"
"692089",15965,"177674","species","Limnephilus rhombicus"
"1271731",15966,"177674","species","Limnephilus sparsus"
"260544",15967,"177674","species","Limnephilus stigma"
"1875656",15968,"177674","species","Limnephilus subcentralis"
"1875659",15969,"177674","species","Limnephilus vittatus"
"322636",,"257019","family","Limnesiidae"
"673105",,"322636","genus","Limnesia"
"2796854",15970,"673105","species","Limnesia connata"
"2796855",15971,"673105","species","Limnesia curvipalpis"
"2796856",15972,"673105","species","Limnesia fulgida"
