"tax_id","species_id","kingdom","phylum","class","order","family","genus","species","identification_reference"
"AHCYFCQOIKE",18259,"Animalia","Arthropoda","Insecta","Hymenoptera","Crabronidae","Mimumesa","Mimumesa dahlbomi","Wesmael, 1852"
"AHCYFCQOJKW",18260,"Animalia","Arthropoda","Insecta","Hymenoptera","Crabronidae","Mimumesa","Mimumesa littoralis","Bondroit, 1934"
"AHCYFCQOKLP",18261,"Animalia","Arthropoda","Insecta","Hymenoptera","Crabronidae","Mimumesa","Mimumesa sibiricana","Bohart, 1976"
"AHCYFCQOLQT",18262,"Animalia","Arthropoda","Insecta","Hymenoptera","Crabronidae","Mimumesa","Mimumesa spooneri","Richards, 1948"
"AHCYFCQOMRL",18263,"Animalia","Arthropoda","Insecta","Hymenoptera","Crabronidae","Mimumesa","Mimumesa unicolor","Vander Linden, 1829"
"464945712",18264,"Animalia","Chordata","Aves","Passeriformes","Mimidae","Mimus","Mimus polyglottos","Linnaeus, 1758"
"AHCYSI00864",18265,"Animalia","Arthropoda","Insecta","Hemiptera","Aphididae","Mindarus","Mindarus abietinus","Koch, 1857"
"AHCYFBHSDUY",18266,"Animalia","Arthropoda","Insecta","Diptera","Lauxaniidae","Minettia","Minettia desmometopa","De Meijere, 1907"
"AHCYFBHSEVQ",18267,"Animalia","Arthropoda","Insecta","Diptera","Lauxaniidae","Minettia","Minettia fasciata","Fallén, 1826"
"AHCYFBHSFWJ",18268,"Animalia","Arthropoda","Insecta","Diptera","Lauxaniidae","Minettia","Minettia inusta","Meigen, 1826"
"AHCYFBHSGXB",18269,"Animalia","Arthropoda","Insecta","Diptera","Lauxaniidae","Minettia","Minettia longipennis","Fabricius, 1794"
"AHCYFBHSHXT",18270,"Animalia","Arthropoda","Insecta","Diptera","Lauxaniidae","Minettia","Minettia longiseta","Loew, 1847"
"AHCYFBHSIYM",18271,"Animalia","Arthropoda","Insecta","Diptera","Lauxaniidae","Minettia","Minettia lupulina","Fabricius, 1787"
"AHCYFBHSJZQ",18272,"Animalia","Arthropoda","Insecta","Diptera","Lauxaniidae","Minettia","Minettia plumicornis","Fallén, 1820"
"6TSLLLPYH3S",18273,"Animalia","Arthropoda","Insecta","Diptera","Lauxaniidae","Minettia","Minettia tabidiventris","Papp, 1877"
"AHCYFBHSPMC",18274,"Animalia","Arthropoda","Insecta","Diptera","Lauxaniidae","Minettia","Minettia tubifer","Meigen, 1826"
"AHCYSI01502",18275,"Animalia","Tardigrada","Eutardigrada","Parachela","Macrobiotidae","Minibiotus","Minibiotus intermedius","Plate, 1888"
"AHCYFOOKHXH",18276,"Animalia","Arthropoda","Arachnida","Araneae","Linyphiidae","Minicia","Minicia marginella","Wider, 1834"
"XZ7BAGLZWCZ",18277,"Animalia","Arthropoda","Insecta","Diptera","Sphaeroceridae","Minilimosina","Minilimosina bicuspis","Rohacek, 1993"
"AHCYFBLSOFE",18278,"Animalia","Arthropoda","Insecta","Diptera","Sphaeroceridae","Minilimosina","Minilimosina fungicola","Haliday, 1836"
"X5T6HFTJNVM",18279,"Animalia","Arthropoda","Insecta","Diptera","Sphaeroceridae","Minilimosina","Minilimosina gemella","Rohacek, 1983"
"53H6NIS26GL",18280,"Animalia","Arthropoda","Insecta","Diptera","Sphaeroceridae","Minilimosina","Minilimosina parvula","Stenhammar, 1855"
"AHCYFBLSPFX",18281,"Animalia","Arthropoda","Insecta","Diptera","Sphaeroceridae","Minilimosina","Minilimosina vitripennis","Zetterstedt, 1847"
"ROMJNWPN7DW",18282,"Animalia","Chordata","Aves","Passeriformes","Leiothrichidae","Minla","Minla ignotincta","Hodgson, 1837"
"AHCYFCKNCPF",18283,"Animalia","Arthropoda","Insecta","Lepidoptera","Geometridae","Minoa","Minoa murinata","Scopoli, 1763"
"AHCYFBACOWD",18284,"Animalia","Arthropoda","Insecta","Hymenoptera","Eulophidae","Minotetrastichus","Minotetrastichus frontalis","Nees, 1834"
"AHCYFBACPWV",18285,"Animalia","Arthropoda","Insecta","Hymenoptera","Eulophidae","Minotetrastichus","Minotetrastichus platanellus","Mercet, 1922"
"EE56F1E416E",18286,"Animalia","Arthropoda","Insecta","Coleoptera","Bostrichidae","Minthea","Minthea rugicollis","Walker, 1858"
"AHCYFBNJIZG",18287,"Animalia","Arthropoda","Insecta","Diptera","Tachinidae","Mintho","Mintho rufiventris","Fallén, 1817"
"AHCYFCLZXHQ",18288,"Animalia","Arthropoda","Insecta","Lepidoptera","Erebidae","Minucia","Minucia lunaris","Denis & Schiffermüller, 1775"
"2TVDEB8SSZF",18289,"Animalia","Arthropoda","Arachnida","Sarcoptiformes","Mycobatidae","Minunthozetes","Minunthozetes pseudofusiger","Schweizer, 1922"
"AHCYSI10439",18290,"Animalia","Arthropoda","Arachnida","Sarcoptiformes","Mycobatidae","Minunthozetes","Minunthozetes semirufus","Koch, 1841"
"AHCYFBTKSOD",18291,"Animalia","Arthropoda","Insecta","Coleoptera","Curculionidae","Minyops","Minyops carinatus","Linnaeus, 1767"
"AHCYFOOKIYX",18292,"Animalia","Arthropoda","Arachnida","Araneae","Linyphiidae","Minyriolus","Minyriolus pusillus","Wider, 1834"
"AHCYFBACRPI",18293,"Animalia","Arthropoda","Insecta","Hymenoptera","Eulophidae","Miotropis","Miotropis unipuncta","Nees, 1834"
"AHCYFOOKJTV",18294,"Animalia","Arthropoda","Arachnida","Araneae","Linyphiidae","Mioxena","Mioxena blanda","Simon, 1884"
"AHCYFAZQTGL",18295,"Animalia","Arthropoda","Insecta","Hymenoptera","Encyrtidae","Mira","Mira mucora","Schellenberg, 1803"
"AHCYFAPVWZF",18296,"Animalia","Arthropoda","Insecta","Hemiptera","Delphacidae","Mirabella","Mirabella albifrons","Fieber, 1866"
"AHCYFASMFQR",18297,"Animalia","Arthropoda","Insecta","Hymenoptera","Braconidae","Mirax","Mirax rufilabris","Haliday, 1833"
"AHCYSICNRKR",18298,"Animalia","Arthropoda","Insecta","Hemiptera","Miridae","Miridius","Miridius quadrivirgatus","Costa, 1853"
"AHCYFCIZGUO",18299,"Animalia","Arthropoda","Insecta","Lepidoptera","Gelechiidae","Mirificarma","Mirificarma eburnella","Denis & Schiffermüller, 1775"
"AHCYFCIZHVS",18300,"Animalia","Arthropoda","Insecta","Lepidoptera","Gelechiidae","Mirificarma","Mirificarma interrupta","Curtis, 1827"
"AHCYFCIZJFI",18301,"Animalia","Arthropoda","Insecta","Lepidoptera","Gelechiidae","Mirificarma","Mirificarma lentiginosella","Zeller, 1839"
"AHCYFCIZKGB",18302,"Animalia","Arthropoda","Insecta","Lepidoptera","Gelechiidae","Mirificarma","Mirificarma mulinella","Zeller, 1839"
"AHCYSICNTDQ",18303,"Animalia","Arthropoda","Insecta","Hemiptera","Miridae","Miris","Miris striatus","Linnaeus, 1758"
"AHCYFAQFFLC",18304,"Animalia","Arthropoda","Insecta","Hemiptera","Pseudococcidae","Mirococcopsis","Mirococcopsis subterraneus","Newstead, 1893"
"AHCYFASMHSO",18305,"Animalia","Arthropoda","Insecta","Hymenoptera","Braconidae","Misaphidus","Misaphidus acalephae","Marshall, 1896"
"AHCYFASMIXS",18306,"Animalia","Arthropoda","Insecta","Hymenoptera","Braconidae","Misaphidus","Misaphidus angelicae","Haliday, 1833"
"AHCYFASMKCW",18307,"Animalia","Arthropoda","Insecta","Hymenoptera","Braconidae","Misaphidus","Misaphidus brevicornis","Haliday, 1833"
"AHCYFASMLIA",18308,"Animalia","Arthropoda","Insecta","Hymenoptera","Braconidae","Misaphidus","Misaphidus centaureae","Haliday, 1833"
"AHCYFASMMNF",18309,"Animalia","Arthropoda","Insecta","Hymenoptera","Braconidae","Misaphidus","Misaphidus heraclei","Haliday, 1833"
"H86FHTSO1OO",18310,"Animalia","Arthropoda","Insecta","Hymenoptera","Proctotrupidae","Mischoserphus","Mischoserphus arcuator","Stelfox, 1950"
"AHCYFBRJARV",18311,"Animalia","Arthropoda","Insecta","Coleoptera","Carabidae","Miscodera","Miscodera arctica","Paykull, 1798"
"AHCYFBBAEIN",18312,"Animalia","Arthropoda","Insecta","Hymenoptera","Pteromalidae","Miscogaster","Miscogaster elegans","Walker, 1833"
"AHCYFBBAFJG",18313,"Animalia","Arthropoda","Insecta","Hymenoptera","Pteromalidae","Miscogaster","Miscogaster hortensis","Walker, 1833"
"AHCYFBBAGJY",18314,"Animalia","Arthropoda","Insecta","Hymenoptera","Pteromalidae","Miscogaster","Miscogaster maculata","Walker, 1833"
"AHCYFBBAHKR",18315,"Animalia","Arthropoda","Insecta","Hymenoptera","Pteromalidae","Miscogaster","Miscogaster rufipes","Walker, 1833"
"AHCYFCQOOOK",18316,"Animalia","Arthropoda","Insecta","Hymenoptera","Crabronidae","Miscophus","Miscophus ater","Lepeletier, 1845"
"AHCYFCQOPPD",18317,"Animalia","Arthropoda","Insecta","Hymenoptera","Crabronidae","Miscophus","Miscophus bicolor","Jurine, 1807"
"AHCYFCQOQPV",18318,"Animalia","Arthropoda","Insecta","Hymenoptera","Crabronidae","Miscophus","Miscophus concolor","Dahlbom, 1844"
"AHCYFCQORQZ",18319,"Animalia","Arthropoda","Insecta","Hymenoptera","Crabronidae","Miscophus","Miscophus niger","Dahlbom, 1844"
"AHCYFCQOSRS",18320,"Animalia","Arthropoda","Insecta","Hymenoptera","Crabronidae","Miscophus","Miscophus spurius","Dahlbom, 1832"
"AHCYFAVICNS",18321,"Animalia","Arthropoda","Insecta","Hymenoptera","Ichneumonidae","Misetus","Misetus oculatus","Wesmael, 1845"
"97488274E9D",18322,"Animalia","Chordata","Actinopterygii","Cypriniformes","Cobitidae","Misgurnus","Misgurnus anguillicaudatus","Cantor, 1842"
"455864323",18323,"Animalia","Chordata","Actinopterygii","Cypriniformes","Cobitidae","Misgurnus","Misgurnus fossilis","Linnaeus, 1758"
"AHCYFOOVIRR",18324,"Animalia","Arthropoda","Arachnida","Araneae","Thomisidae","Misumena","Misumena vatia","Clerck, 1757"
"AHCYFBTKUGQ",18325,"Animalia","Arthropoda","Insecta","Coleoptera","Curculionidae","Mitoplinthus","Mitoplinthus caliginosus","Fabricius, 1775"
"AHCXIYH0064",18326,"Animalia","Arthropoda","Arachnida","Opiliones","Phalangiidae","Mitopus","Mitopus morio","Fabricius, 1799"
"AHCXIYH0059",18327,"Animalia","Arthropoda","Arachnida","Opiliones","Nemastomatidae","Mitostoma","Mitostoma chrysomelas","Herman, 1804"
"AHCYSI11275",18328,"Animalia","Cnidaria","Hydrozoa","Conica","Mitrocomidae","Mitrocomella","Mitrocomella brownei","Kramp, 1930"
"7AWJZB7WIMY",18329,"Animalia","Arthropoda","Arachnida","Mesostigmata","Zerconidae","Mixozercon","Mixozercon sellnicki","Schweitzer, 1948"
"AHCYSI03460",18330,"Animalia","Arthropoda","Insecta","Psocodea","Philopteridae","Mjoberginirmus","Mjoberginirmus alcae","Denny, 1842"
"AHCYSI03461",18331,"Animalia","Arthropoda","Insecta","Psocodea","Philopteridae","Mjoberginirmus","Mjoberginirmus obliquus","Mjöberg, 1910"
"AHCYSI11458",18332,"Animalia","Ctenophora","Cyclocoela","Lobata","Mnemiidae","Mnemiopsis","Mnemiopsis leidyi","Agassiz, 1865"
"AHCYSI04984",18333,"Animalia","Rotifera","Eurotatoria","Philodinida","Philodinidae","Mniobia","Mniobia armata","Murray, 1905"
"AHCYSI04985",18334,"Animalia","Rotifera","Eurotatoria","Philodinida","Philodinidae","Mniobia","Mniobia bredensis","De Koning, 1947"
"AHCYSI04981",18335,"Animalia","Rotifera","Eurotatoria","Philodinida","Philodinidae","Mniobia","Mniobia circinata","Murray, 1908"
"AHCYSI04975",18336,"Animalia","Rotifera","Eurotatoria","Philodinida","Philodinidae","Mniobia","Mniobia loxocorona","De Koning, 1947"
"AHCYSI04976",18337,"Animalia","Rotifera","Eurotatoria","Philodinida","Philodinidae","Mniobia","Mniobia magna","Plate, 1889"
"AHCYSI04978",18338,"Animalia","Rotifera","Eurotatoria","Philodinida","Philodinidae","Mniobia","Mniobia obtusicalcar","De Koning, 1947"
"AHCYSI04969",18339,"Animalia","Rotifera","Eurotatoria","Philodinida","Philodinidae","Mniobia","Mniobia russeola","Zelinka, 1891"
"AHCYSI04935",18340,"Animalia","Rotifera","Eurotatoria","Philodinida","Philodinidae","Mniobia","Mniobia scarlatina","Ehrenberg, 1853"
"AHCYSI04936",18341,"Animalia","Rotifera","Eurotatoria","Philodinida","Philodinidae","Mniobia","Mniobia symbiotica","Zelinka, 1886"
"AHCYSI04937",18342,"Animalia","Rotifera","Eurotatoria","Philodinida","Philodinidae","Mniobia","Mniobia tetraodon","Ehrenberg, 1848"
"AHCYFBSHQGF",18343,"Animalia","Arthropoda","Insecta","Coleoptera","Chrysomelidae","Mniophila","Mniophila muscorum","Koch, 1803"
"AHCYFCLZZEP",18344,"Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Mniotype","Mniotype adusta","Esper, 1790"
"AHCYFCMAAFH",18345,"Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Mniotype","Mniotype satura","Denis & Schiffermüller, 1775"
"AHCYFBXQOFV",18346,"Animalia","Arthropoda","Insecta","Coleoptera","Staphylinidae","Mniusa","Mniusa incrassata","Mulsant & Rey, 1852"
"AHCYSI00355",18347,"Animalia","Arthropoda","Insecta","Diptera","Chaoboridae","Mochlonyx","Mochlonyx fuliginosus","Felt, 1905"
"AHCYFBECNPF",18348,"Animalia","Arthropoda","Insecta","Diptera","Chaoboridae","Mochlonyx","Mochlonyx triangularis","Klink, 1982"
"AHCYFBECOPY",18349,"Animalia","Arthropoda","Insecta","Diptera","Chaoboridae","Mochlonyx","Mochlonyx velutinus","Ruthé, 1831"
"AHCYFAPNPUM",18350,"Animalia","Arthropoda","Insecta","Hemiptera","Cicadellidae","Mocuellus","Mocuellus collinus","Boheman, 1850"
"AHCYFAPNSSE",18351,"Animalia","Arthropoda","Insecta","Hemiptera","Cicadellidae","Mocydia","Mocydia crocea","Herrich-Schäffer, 1837"
"AHCYFAPNULD",18352,"Animalia","Arthropoda","Insecta","Hemiptera","Cicadellidae","Mocydiopsis","Mocydiopsis attenuata","Germar, 1821"
"AHCYFAPNVLV",18353,"Animalia","Arthropoda","Insecta","Hemiptera","Cicadellidae","Mocydiopsis","Mocydiopsis parvicauda","Ribaut, 1939"
"70ZC8IJKMGJ",18354,"Animalia","Arthropoda","Maxillopoda","Poecilostomatoida","Lichomolgidae","Modiolicola","Modiolicola insignis","Aurivollius, 1882"
"23TXS4EPBOJ",18355,"Animalia","Mollusca","Bivalvia","Mytilida","Mytilidae","Modiolula","Modiolula phaseolina","Philippi, 1844"
"AHCYSI11158",18356,"Animalia","Mollusca","Bivalvia","Mytilida","Mytilidae","Modiolus","Modiolus barbatus","Linnaeus, 1758"
"AHCYSI11157",18357,"Animalia","Mollusca","Bivalvia","Mytilida","Mytilidae","Modiolus","Modiolus modiolus","Linnaeus, 1758"
"AHCYFOOKKOS",18358,"Animalia","Arthropoda","Arachnida","Araneae","Linyphiidae","Moebelia","Moebelia penicillata","Westring, 1851"
"AHCYSI11422",18359,"Animalia","Mollusca","Bivalvia","Cardiida","Tellinidae","Moerella","Moerella donacina","Linnaeus, 1758"
"AHCYSI11221",18360,"Animalia","Cnidaria","Hydrozoa","Capitata","Moerisiidae","Moerisia","Moerisia inkermanica","Paltschikowa-Ostroumova, 1925"
"AHCYSI11222",18361,"Animalia","Cnidaria","Hydrozoa","Capitata","Moerisiidae","Moerisia","Moerisia lyonsi","Boulenger, 1908"
"AHCYFBTKVZE",18362,"Animalia","Arthropoda","Insecta","Coleoptera","Curculionidae","Mogulones","Mogulones albosignatus","Gyllenhal, 1837"
"AHCYFBTKWZW",18363,"Animalia","Arthropoda","Insecta","Coleoptera","Curculionidae","Mogulones","Mogulones asperifoliarum","Gyllenhal, 1813"
"AHCYFBTKYJY",18364,"Animalia","Arthropoda","Insecta","Coleoptera","Curculionidae","Mogulones","Mogulones crucifer","Pallas, 1771"
"AHCYFBTKZKQ",18365,"Animalia","Arthropoda","Insecta","Coleoptera","Curculionidae","Mogulones","Mogulones euphorbiae","Brisout, 1866"
"AHCYFBTLALI",18366,"Animalia","Arthropoda","Insecta","Coleoptera","Curculionidae","Mogulones","Mogulones geographicus","Goeze, 1777"
"AHCYFBTLBMB",18367,"Animalia","Arthropoda","Insecta","Coleoptera","Curculionidae","Mogulones","Mogulones raphani","Fabricius, 1793"
"AHCYFBTLCMT",18368,"Animalia","Arthropoda","Insecta","Coleoptera","Curculionidae","Mogulones","Mogulones t-album","Gyllenhal, 1837"
"AHCYSI03841",18369,"Animalia","Arthropoda","Branchiopoda","Diplostraca","Moinidae","Moina","Moina brachiata","Jurine, 1820"
"AHCYSI03842",18370,"Animalia","Arthropoda","Branchiopoda","Diplostraca","Moinidae","Moina","Moina macrocopa","Straus, 1819"
"AHCYSI03843",18371,"Animalia","Arthropoda","Branchiopoda","Diplostraca","Moinidae","Moina","Moina micrura","Kurz, 1875"
"6Y7N7VD2MHG",18372,"Animalia","Arthropoda","Branchiopoda","Diplostraca","Moinidae","Moina","Moina weismanni","Ishikawa, 1896"
"AHCYFCMQCYB",18373,"Animalia","Arthropoda","Insecta","Lepidoptera","Pyralidae","Moitrelia","Moitrelia obductella","Zeller, 1839"
"455864330",18374,"Animalia","Chordata","Actinopterygii","Tetraodontiformes","Molidae","Mola","Mola mola","Linnaeus, 1758"
"CJU9W63LKAD",18375,"Animalia","Chordata","Actinopterygii","Tetraodontiformes","Molidae","Mola","Mola tecta","Nyegaard, Sawai, Gemmell, Gillum, Loneragan, Yamanoue & Stewart, 2017"
"457132376",18376,"Animalia","Arthropoda","Insecta","Trichoptera","Molannidae","Molanna","Molanna albicans","Zetterstedt, 1840"
"AHCYFBZQHRO",18377,"Animalia","Arthropoda","Insecta","Trichoptera","Molannidae","Molanna","Molanna angustata","Curtis, 1834"
"AHCYFBZQJFQ",18378,"Animalia","Arthropoda","Insecta","Trichoptera","Molannidae","Molannodes","Molannodes tinctus","Zetterstedt, 1840"
"O2AGGE04PL2",18379,"Animalia","Chordata","Ascidiacea","Stolidobranchia","Molgulidae","Molgula","Molgula complanata","Alder & Hancock, 1870"
"AHCYSI11007",18380,"Animalia","Chordata","Ascidiacea","Stolidobranchia","Molgulidae","Molgula","Molgula manhattensis","De Kay, 1843"
"CGYIO2HNC07",18381,"Animalia","Chordata","Ascidiacea","Stolidobranchia","Molgulidae","Molgula","Molgula occulta","Kupffer, 1875"
"UHPQ60WPTYZ",18382,"Animalia","Chordata","Ascidiacea","Stolidobranchia","Molgulidae","Molgula","Molgula oculata","Forbes, 1848"
"3E0F3CF463A",18383,"Animalia","Chordata","Ascidiacea","Stolidobranchia","Molgulidae","Molgula","Molgula socialis","Alder, 1863"
"XFEDMESK15M",18384,"Animalia","Chordata","Ascidiacea","Stolidobranchia","Molgulidae","Molgula","Molgula tubifera","Örstedt, 1844"
"CEVFFTEJIER",18385,"Animalia","Nematoda","Secernentea","Strongylida","Molineidae","Molineus","Molineus patens","Dujardin, 1845"
"AHCYSI07238",18386,"Animalia","Platyhelminthes","Trematoda","Echinostomida","Echinostomatidae","Moliniella","Moliniella anceps","Molin, 1859"
"6EEW9V1FSWI",18387,"Animalia","Nematoda","Secernentea","Strongylida","Molineidae","Molinostrongylus","Molinostrongylus skrjabini","Skarbilovitch, 1934"
"AHCYFBEQCLL",18388,"Animalia","Arthropoda","Insecta","Diptera","Chironomidae","Molleriella","Molleriella calcarella","Saether & Ekrem, 1999"
"AHCYFBCQXBE",18389,"Animalia","Arthropoda","Insecta","Diptera","Asilidae","Molobratia","Molobratia teutonus","Linnaeus, 1767"
"AHCYFBHZSQX",18390,"Animalia","Arthropoda","Insecta","Diptera","Limoniidae","Molophilus","Molophilus appendiculatus","Staeger, 1840"
"AHCYFBHZUSI",18391,"Animalia","Arthropoda","Insecta","Diptera","Limoniidae","Molophilus","Molophilus ater","Meigen, 1804"
"AHCYFBHZVTA",18392,"Animalia","Arthropoda","Insecta","Diptera","Limoniidae","Molophilus","Molophilus bifidus","Goetghebuer in Goetghebuer & Tonnoir, 1920"
"AHCYFBHZXUL",18393,"Animalia","Arthropoda","Insecta","Diptera","Limoniidae","Molophilus","Molophilus bihamatus","De Meijere, 1918"
"AHCYFBIAASD",18394,"Animalia","Arthropoda","Insecta","Diptera","Limoniidae","Molophilus","Molophilus corniger","De Meijere, 1920"
"AHCYFBIACPC",18395,"Animalia","Arthropoda","Insecta","Diptera","Limoniidae","Molophilus","Molophilus crassipygus","De Meijere, 1918"
"AHCYFBIADPU",18396,"Animalia","Arthropoda","Insecta","Diptera","Limoniidae","Molophilus","Molophilus curvatus","Tonnoir in Goetghebuer & Tonnoir, 1920"
"AHCYFBIAEQY",18397,"Animalia","Arthropoda","Insecta","Diptera","Limoniidae","Molophilus","Molophilus flavus","Goetghebuer in Goetghebuer & Tonnoir, 1920"
"AHCYFBIAFRR",18398,"Animalia","Arthropoda","Insecta","Diptera","Limoniidae","Molophilus","Molophilus griseus","Meigen, 1804"
"AHCYFBIAGSJ",18399,"Animalia","Arthropoda","Insecta","Diptera","Limoniidae","Molophilus","Molophilus medius","De Meijere, 1918"
"S012W4YRC8V",18400,"Animalia","Arthropoda","Insecta","Diptera","Limoniidae","Molophilus","Molophilus niger","Goetghebuer, 1920"
"AHCYFBIAHTC",18401,"Animalia","Arthropoda","Insecta","Diptera","Limoniidae","Molophilus","Molophilus obscurus","Meigen, 1818"
"AHCYFBIAITU",18402,"Animalia","Arthropoda","Insecta","Diptera","Limoniidae","Molophilus","Molophilus occultus","De Meijere, 1918"
"AHCYFBIAJUM",18403,"Animalia","Arthropoda","Insecta","Diptera","Limoniidae","Molophilus","Molophilus ochraceus","Meigen, 1818"
"AHCYFBIALVX",18404,"Animalia","Arthropoda","Insecta","Diptera","Limoniidae","Molophilus","Molophilus pleuralis","De Meijere, 1920"
"AHCYFBIAMWQ",18405,"Animalia","Arthropoda","Insecta","Diptera","Limoniidae","Molophilus","Molophilus propinquus","Egger, 1863"
"AHCYFBIAPZF",18406,"Animalia","Arthropoda","Insecta","Diptera","Limoniidae","Molophilus","Molophilus serpentiger","Edwards, 1938"
"33A95DF4A97",18407,"Animalia","Arthropoda","Insecta","Coleoptera","Carabidae","Molops","Molops elatus","Fabricius, 1801"
"AHCYFBRJCKJ",18408,"Animalia","Arthropoda","Insecta","Coleoptera","Carabidae","Molops","Molops piceus","Panzer, 1793"
"AHCYFBRQYUE",18409,"Animalia","Arthropoda","Insecta","Coleoptera","Cerambycidae","Molorchus","Molorchus minor","Linnaeus, 1758"
"WJ3A1GDWSKT",18410,"Animalia","Chordata","Actinopterygii","Gadiformes","Gadidae","Molva","Molva dypterygia","Pennant, 1784"
"455864337",18411,"Animalia","Chordata","Actinopterygii","Gadiformes","Gadidae","Molva","Molva molva","Linnaeus, 1758"
"AHCYFCMACCS",18412,"Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Moma","Moma alpium","Osbeck, 1778"
"AHCYFCLHFAS",18413,"Animalia","Arthropoda","Insecta","Lepidoptera","Momphidae","Mompha","Mompha bradleyi","Riedl, 1965"
"AHCYFCLHGBL",18414,"Animalia","Arthropoda","Insecta","Lepidoptera","Momphidae","Mompha","Mompha conturbatella","Hübner, 1819"
"AHCYFCLHHCD",18415,"Animalia","Arthropoda","Insecta","Lepidoptera","Momphidae","Mompha","Mompha divisella","Herrich-Schäffer, 1854"
"AHCYFCLHHYW",18416,"Animalia","Arthropoda","Insecta","Lepidoptera","Momphidae","Mompha","Mompha epilobiella","Denis & Schiffermüller, 1775"
"AHCYFCLHIVC",18417,"Animalia","Arthropoda","Insecta","Lepidoptera","Momphidae","Mompha","Mompha idaei","Zeller, 1839"
"AHCYSI00278",18418,"Animalia","Arthropoda","Insecta","Lepidoptera","Momphidae","Mompha","Mompha jurassicella","Frey, 1881"
"XWQ5RC5TTOK",18419,"Animalia","Arthropoda","Insecta","Lepidoptera","Momphidae","Mompha","Mompha lacteella","Stephens, 1834"
"AHCYFCLHJVV",18420,"Animalia","Arthropoda","Insecta","Lepidoptera","Momphidae","Mompha","Mompha langiella","Hübner, 1796"
"AHCYFCLHKSB",18421,"Animalia","Arthropoda","Insecta","Lepidoptera","Momphidae","Mompha","Mompha locupletella","Denis & Schiffermüller, 1775"
"AHCYFCLHLOI",18422,"Animalia","Arthropoda","Insecta","Lepidoptera","Momphidae","Mompha","Mompha miscella","Denis & Schiffermüller, 1775"
"AHCYFCLHMPB",18423,"Animalia","Arthropoda","Insecta","Lepidoptera","Momphidae","Mompha","Mompha ochraceella","Curtis, 1839"
"AHCYFCLHNLH",18424,"Animalia","Arthropoda","Insecta","Lepidoptera","Momphidae","Mompha","Mompha propinquella","Stainton, 1851"
"AHCYFCLHOMA",18425,"Animalia","Arthropoda","Insecta","Lepidoptera","Momphidae","Mompha","Mompha raschkiella","Zeller, 1839"
"AHCYFCLHPRE",18426,"Animalia","Arthropoda","Insecta","Lepidoptera","Momphidae","Mompha","Mompha sturnipennella","Treitschke, 1833"
"AHCYFCLHQRW",18427,"Animalia","Arthropoda","Insecta","Lepidoptera","Momphidae","Mompha","Mompha subbistrigella","Haworth, 1828"
"AHCYFCLHROD",18428,"Animalia","Arthropoda","Insecta","Lepidoptera","Momphidae","Mompha","Mompha terminella","Humphreys & Westwood, 1845"
"AHCYFEPIYXA",18429,"Animalia","Mollusca","Gastropoda","Stylommatophora","Hygromiidae","Monacha","Monacha cantiana","Montagu, 1803"
"486765176",18430,"Animalia","Mollusca","Gastropoda","Stylommatophora","Hygromiidae","Monacha","Monacha cartusiana","Müller, 1774"
"AHCYFEPJBUR",18431,"Animalia","Mollusca","Gastropoda","Stylommatophora","Hygromiidae","Monachoides","Monachoides incarnatus","Müller, 1774"
"AHCYSICNUWD",18432,"Animalia","Arthropoda","Insecta","Hemiptera","Miridae","Monalocoris","Monalocoris filicis","Linnaeus, 1758"
"LISAB88U9QP",18433,"Animalia","Arthropoda","Insecta","Hemiptera","Aphididae","Monaphis","Monaphis antennata","Kaltenbach, 1843"
"AHCYFBDOLEK",18434,"Animalia","Arthropoda","Insecta","Diptera","Cecidomyiidae","Monardia","Monardia atra","Meigen, 1804"
"AHCYFBDONFV",18435,"Animalia","Arthropoda","Insecta","Diptera","Cecidomyiidae","Monardia","Monardia stirpium","Kieffer, 1895"
"AHCYFBDOOGO",18436,"Animalia","Arthropoda","Insecta","Diptera","Cecidomyiidae","Monardia","Monardia toxicodendri","Felt, 1907"
"AHCYFAXGJOZ",18437,"Animalia","Arthropoda","Insecta","Hymenoptera","Tenthredinidae","Monardis","Monardis plana","Klug, 1817"
"AHCYFBDOSEY",18438,"Animalia","Arthropoda","Insecta","Diptera","Cecidomyiidae","Monarthropalpus","Monarthropalpus flavus","Schrank, 1776"
"AHCYFBDDFWC",18439,"Animalia","Arthropoda","Insecta","Diptera","Cecidomyiidae","Monepidosis","Monepidosis carolinae","Felt, 1907"
"AHCYFBDOTXX",18440,"Animalia","Arthropoda","Insecta","Diptera","Cecidomyiidae","Monepidosis","Monepidosis pectinata","Mamaev, 1966"
"AHCYSI02218",18441,"Animalia","Nematoda","Adenophorea","Monhysterida","Monhysteridae","Monhystera","Monhystera paludicola","De Man, 1881"
"AHCYSI02210",18442,"Animalia","Nematoda","Adenophorea","Monhysterida","Monhysteridae","Monhystera","Monhystera riemanni","Jacobs & Heyns, 1987"
"AHCYSI02216",18443,"Animalia","Nematoda","Adenophorea","Monhysterida","Monhysteridae","Monhystrella","Monhystrella bulbifera","De Man, 1880"
"AHCYSI02221",18444,"Animalia","Nematoda","Adenophorea","Monhysterida","Monhysteridae","Monhystrella","Monhystrella macrura","De Man, 1880"
